VARIABLE_SET_ID,VARIABLE_ID,VALID_FROM,VALID_TO,SUBDOMAIN_ID,IS_FLOW,ORDER
RECL_PSTL_CD,PSTL_CD_KN,1900-01-01,9999-12-31,PSTL_CD_KN,false,0
RECL_PSTL_CD,PSTL_CD_AU,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_NI,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_QA,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_BQ,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_MM,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_TF,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_CK,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_IE,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_MX,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_PN,1900-01-01,9999-12-31,PSTL_CD_PN,false,0
RECL_PSTL_CD,PSTL_CD_BD,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_LB,1900-01-01,9999-12-31,PSTL_CD_LB,false,0
RECL_PSTL_CD,PSTL_CD_BZ,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_TM,1900-01-01,9999-12-31,STRNG_ID_7_5D,false,0
RECL_PSTL_CD,PSTL_CD_PE,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_CU,1900-01-01,9999-12-31,PSTL_CD_CU,false,0
RECL_PSTL_CD,PSTL_CD_GH,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_MS,1900-01-01,9999-12-31,PSTL_CD_MS,false,0
RECL_PSTL_CD,PSTL_CD_IN,1900-01-01,9999-12-31,STRNG_ID_1D_5D,false,0
RECL_PSTL_CD,PSTL_CD_LI,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_HT,1900-01-01,9999-12-31,PSTL_CD_HT,false,0
RECL_PSTL_CD,PSTL_CD_BO,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_FR,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_EC,1900-01-01,9999-12-31,STRNG_ID_6,false,0
RECL_PSTL_CD,PSTL_CD_KE,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_ST,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_SA,1900-01-01,9999-12-31,PSTL_CD_SA,false,0
RECL_PSTL_CD,PSTL_CD_KP,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_OM,1900-01-01,9999-12-31,STRNG_NMRC_ID_3,false,0
RECL_PSTL_CD,PSTL_CD_IM,1900-01-01,9999-12-31,PSTL_CD_IM,false,0
RECL_PSTL_CD,PSTL_CD_MP,1900-01-01,9999-12-31,PSTL_CD_MP,false,0
RECL_PSTL_CD,PSTL_CD_PF,1900-01-01,9999-12-31,PSTL_CD_PF,false,0
RECL_PSTL_CD,PSTL_CD_CV,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_UA,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_BY,1900-01-01,9999-12-31,STRNG_ID_6,false,0
RECL_PSTL_CD,PSTL_CD_ME,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_TN,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_PS,1900-01-01,9999-12-31,PSTL_CD_PS,false,0
RECL_PSTL_CD,PSTL_CD_CC,1900-01-01,9999-12-31,PSTL_CD_CC,false,0
RECL_PSTL_CD,PSTL_CD_SB,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_DO,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_VE,1900-01-01,9999-12-31,STRNG_NMRC_ID_1_TO_8_3D,false,0
RECL_PSTL_CD,PSTL_CD_DZ,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_NA,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_SI,1900-01-01,9999-12-31,PSTL_CD_SI,false,0
RECL_PSTL_CD,PSTL_CD_VN,1900-01-01,9999-12-31,STRNG_ID_6,false,0
RECL_PSTL_CD,PSTL_CD_RS,1900-01-01,9999-12-31,STRNG_NMRC_ID_5_TO_6,false,0
RECL_PSTL_CD,PSTL_CD_KM,1900-01-01,9999-12-31,PSTL_CD_OPN,false,0
RECL_PSTL_CD,PSTL_CD_LA,1900-01-01,9999-12-31,STRNG_NMRC_ID_5,false,0
RECL_PSTL_CD,PSTL_CD_BG,1900-01-01,9999-12-31,STRNG_NMRC_ID_4,false,0
RECL_PSTL_CD,PSTL_CD_LT,1900-01-01,9999-12-31,PSTL_CD_LT,false,0
RECL_PSTL_CD,PSTL_CD_BR,1900-01-01,9999-12-31,PSTL_CD_BR,false,0
RECL_PSTL_CD,PSTL_CD_FO,1900-01-01,9999-12-31,STRNG_NMRC_ID_3,false,0
RECL_PSTL_CD,PSTL_CD_CH,1900-01-01,9999-12-31,STRNG_ID_1D_3D,false,0
